,_id,power_law_exponent,temperature,number_of_nodes,number_of_edges,average_degree,diameter,heterogeneity,average_clustering,experiment_id
51,6493e7f91978456de7047878,25,0.53,100000,515732,10.314632,17.2,-0.5247473511698914,0.25359600000000004,6493de8e1978456de7047810
52,6493e8291978456de704787a,25,0.62,100000,624633,12.492656,10.4,-0.5448989424292912,0.17968,6493de8e1978456de7047810
53,6493e8631978456de704787c,25,0.76,100000,807279,16.145583999999996,7.2,-0.587455686984233,0.07516800000000001,6493de8e1978456de7047810
54,6493e89b1978456de704787e,25,0.7,100000,730476,14.609512,8.0,-0.5672580288365422,0.116792,6493de8e1978456de7047810
55,6493e8d51978456de7047880,25,0.82,100000,874459,17.489184,6.2,-0.6083021123546486,0.043728,6493de8e1978456de7047810
56,6493e9171978456de7047882,25,0.88,100000,926593,18.53186,6.0,-0.6227850975732463,0.022632000000000003,6493de8e1978456de7047810
57,6493e95a1978456de7047884,25,0.94,100000,961341,19.226816,6.0,-0.6335715111034078,0.010159999999999999,6493de8e1978456de7047810
58,6493e99a1978456de7047886,25,0.9999,100000,981272,19.625432,5.4,-0.6402924004152395,0.0046,6493de8e1978456de7047810
59,6493e9b61978456de7047888,25,0,99989,214522,4.290902853942353,185.0,-0.5480526686341174,0.28188,6493de8e1978456de7047810
60,6493e9d71978456de704788a,3.35,0.4,99969,374017,7.482671121956889,29.8,-0.10309208089824609,0.39916,6493de8e1978456de7047810
61,6493e9ff1978456de704788c,3.35,0.53,99991,496923,9.939370519807914,13.2,-0.10365607787320938,0.308864,6493de8e1978456de7047810
62,6493ea2c1978456de704788e,3.35,0.62,99994,604204,12.084825256247491,9.6,-0.04831966828208662,0.22430000000000003,6493de8e1978456de7047810
63,6493ea631978456de7047890,3.35,0.76,99999,788707,15.774274217493502,7.2,-0.0866703145570098,0.09848799999999999,6493de8e1978456de7047810
64,6493ea991978456de7047892,3.35,0.7,99999,710339,14.206918090669822,7.8,-0.06815080786579972,0.14950000000000002,6493de8e1978456de7047810
65,6493ead71978456de7047894,3.35,0.82,100000,858312,17.166312639566392,6.4,-0.09113589626435392,0.05936,6493de8e1978456de7047810
66,6493eb171978456de7047896,3.35,0.88,100000,914047,18.280936000000004,6.0,-0.08297029340846351,0.032216,6493de8e1978456de7047810
67,6493eb5a1978456de7047898,3.35,0.94,100000,952458,19.049240166201663,6.0,-0.07897690279887776,0.0162,6493de8e1978456de7047810
68,6493eb9e1978456de704789a,3.35,0.9999,100000,976401,19.528059052270525,5.6,-0.11908489134814777,0.006864,6493de8e1978456de7047810
69,6493ebb81978456de704789c,3.35,0,99833,208834,4.183666177800761,113.8,-0.1552283119769005,0.334504,6493de8e1978456de7047810
70,6493ebd91978456de704789e,3.9,0.4,99989,379623,7.593256877377085,40.8,-0.24208040727397168,0.376444,6493de8e1978456de7047810
71,6493ec061978456de70478a0,3.9,0.53,99997,504525,10.090798661049444,14.8,-0.24396352669104376,0.287236,6493de8e1978456de7047810
72,6493ec361978456de70478a2,3.9,0.62,99999,612962,12.259379096231909,10.0,-0.24114415499613182,0.20641999999999996,6493de8e1978456de7047810
73,6493ec711978456de70478a4,3.9,0.76,100000,796463,15.929287876278764,7.2,-0.2287808006013729,0.08992,6493de8e1978456de7047810
74,6493eca41978456de70478a6,3.9,0.7,100000,718613,14.372313548990979,8.2,-0.2302113537824469,0.13708800000000002,6493de8e1978456de7047810
75,6493ece21978456de70478a8,3.9,0.82,100000,865410,17.308192,6.6,-0.23132758350341795,0.052756000000000004,6493de8e1978456de7047810
76,6493ed1f1978456de70478aa,3.9,0.88,100000,919728,18.394588801488016,6.0,-0.22674697358956175,0.027604,6493de8e1978456de7047810
77,6493ed641978456de70478ac,3.9,0.94,100000,956675,19.133492,6.0,-0.24551270238962358,0.013307999999999997,6493de8e1978456de7047810
78,6493eda71978456de70478ae,3.9,0.9999,100000,978701,19.574015999999997,6.0,-0.2653972192336577,0.005616000000000001,6493de8e1978456de7047810
79,6493edc11978456de70478b0,3.9,0,99907,211540,4.2347422794402885,136.0,-0.2710719675366586,0.319456,6493de8e1978456de7047810
80,6493ede21978456de70478b2,3,0.4,99915,365102,7.308267232935256,22.0,0.06392617052625793,0.42106000000000005,6493de8e1978456de7047810
81,6493ee0b1978456de70478b4,3,0.53,99967,486623,9.73564546262907,11.6,0.10660469581953133,0.33487999999999996,6493de8e1978456de7047810
82,6493ee3a1978456de70478b6,3,0.62,99985,593635,11.874449462720692,9.2,0.041573390962155524,0.24831599999999998,6493de8e1978456de7047810
83,6493ee731978456de70478b8,3,0.76,99998,776741,15.535201019795831,7.2,0.08516633442623904,0.113484,6493de8e1978456de7047810
84,6493eea61978456de70478ba,3,0.7,99994,697633,13.953561256788053,7.8,0.13180288249152083,0.17030399999999998,6493de8e1978456de7047810
85,6493eee01978456de70478bc,3,0.82,99998,848487,16.970003461869855,6.8,0.08577504320181546,0.07092799999999999,6493de8e1978456de7047810
86,6493ef201978456de70478be,3,0.88,99999,905434,18.108865014694015,6.2,0.08809227440371424,0.039756,6493de8e1978456de7047810
87,6493ef5f1978456de70478c0,3,0.94,100000,946502,18.930085829178292,6.4,0.06876488553150621,0.019856000000000002,6493de8e1978456de7047810
88,6493efa01978456de70478c2,3,0.9999,100000,972178,19.44362976381764,5.8,0.052087694173209964,0.009432,6493de8e1978456de7047810
89,6493efba1978456de70478c4,3,0,99691,204232,4.097291283984012,88.0,0.0067463266327095,0.343136,6493de8e1978456de7047810
90,6493efdb1978456de70478c6,5.1,0.4,99996,384771,7.695704498233411,50.6,-0.3864909674697668,0.35406000000000004,6493de8e1978456de7047810
91,6493f0031978456de70478c8,5.1,0.53,99998,511150,10.22318796792285,16.6,-0.387774851723235,0.267204,6493de8e1978456de7047810
92,6493f0321978456de70478ca,5.1,0.62,100000,619546,12.39092,10.0,-0.3912735639366621,0.19251200000000002,6493de8e1978456de7047810
93,6493f06a1978456de70478cc,5.1,0.76,100000,802759,16.05518,7.2,-0.3959572711698115,0.08186,6493de8e1978456de7047810
94,6493f09f1978456de70478ce,5.1,0.7,100000,725375,14.50752901293013,8.0,-0.39385872897066854,0.12499200000000002,6493de8e1978456de7047810
95,6493f0d91978456de70478d0,5.1,0.82,100000,870892,17.417832,6.4,-0.40404611549555225,0.04836800000000001,6493de8e1978456de7047810
96,6493f1191978456de70478d2,5.1,0.88,100000,923945,18.478892,6.0,-0.40983640224748763,0.025147999999999997,6493de8e1978456de7047810
97,6493f1591978456de70478d4,5.1,0.94,100000,959427,19.188548,6.0,-0.4185137151438667,0.011604,6493de8e1978456de7047810
98,6493f1981978456de70478d6,5.1,0.9999,100000,980453,19.609068,5.6,-0.426838126110758,0.004836,6493de8e1978456de7047810
99,6493f1b21978456de70478d8,5.1,0,99953,213832,4.278676060157386,162.4,-0.40283620881361176,0.306896,6493de8e1978456de7047810
