,_id,power_law_exponent,temperature,number_of_nodes,number_of_edges,average_degree,diameter,heterogeneity,average_clustering,experiment_id
0,6493dea81978456de7047812,2.1,0.4,95513,264748,5.543342491033501,9.8,0.9805369091672272,0.45084,6493de8e1978456de7047810
1,6493dec71978456de7047814,2.1,0.53,95995,341180,7.107677126854304,8.6,1.0473536804109873,0.45778800000000003,6493de8e1978456de7047810
2,6493deeb1978456de7047816,2.1,0.62,96336,411067,8.531742344049357,8.8,1.0177883057187698,0.43705999999999995,6493de8e1978456de7047810
3,6493df151978456de7047818,2.1,0.76,97927,569951,11.639682939646821,7.8,0.915451371358518,0.3433320000000001,6493de8e1978456de7047810
4,6493df421978456de704781a,2.1,0.7,97513,511491,10.49050858786335,8.6,0.9338965131590014,0.38339599999999996,6493de8e1978456de7047810
5,6493df711978456de704781c,2.1,0.82,98449,645701,13.117186977218307,7.8,0.8683053051118863,0.287004,6493de8e1978456de7047810
6,6493dfa21978456de704781e,2.1,0.88,98826,702894,14.224283110552681,7.2,0.8951937228200894,0.243192,6493de8e1978456de7047810
7,6493dfd71978456de7047820,2.1,0.94,99195,772306,15.571030723748805,6.8,0.853515256200172,0.18830400000000003,6493de8e1978456de7047810
8,6493e0101978456de7047822,2.1,0.9999,99509,834070,16.763629656085698,7.0,0.8069658684824356,0.13816,6493de8e1978456de7047810
9,6493e0261978456de7047824,2.1,0,93188,138612,2.973160870172983,17.0,0.9127251165008186,0.2728,6493de8e1978456de7047810
10,6493e0421978456de7047826,2.25,0.4,97885,294428,6.014503401000484,10.4,0.9207882895010349,0.46660399999999996,6493de8e1978456de7047810
11,6493e0651978456de7047828,2.25,0.53,98761,403811,8.177497654363858,9.2,0.7137966762695526,0.446368,6493de8e1978456de7047810
12,6493e08c1978456de704782a,2.25,0.62,98916,481800,9.740920716194063,8.2,0.8786671664661352,0.400352,6493de8e1978456de7047810
13,6493e0ba1978456de704782c,2.25,0.76,99479,652105,13.110214933687155,7.4,0.7567355263075004,0.270168,6493de8e1978456de7047810
14,6493e0e61978456de704782e,2.25,0.7,99251,568278,11.45095469988131,7.8,0.8761036965814967,0.339796,6493de8e1978456de7047810
15,6493e1191978456de7047830,2.25,0.82,99654,724188,14.533968338764158,7.2,0.7705050256903098,0.21081599999999998,6493de8e1978456de7047810
16,6493e1561978456de7047832,2.25,0.88,99751,788188,15.8030358270096,6.6,0.753799147845599,0.158516,6493de8e1978456de7047810
17,6493e1911978456de7047834,2.25,0.94,99871,859388,17.209820907966638,6.6,0.6713136960539039,0.101096,6493de8e1978456de7047810
18,6493e1cd1978456de7047836,2.25,0.9999,99910,899668,18.009544971093238,6.4,0.662039197524412,0.07452,6493de8e1978456de7047810
19,6493e1e41978456de7047838,2.25,0,96824,160104,3.3069513586879986,21.2,0.8902738726919519,0.324712,6493de8e1978456de7047810
20,6493e2021978456de704783a,2.4,0.4,99101,320101,6.459884097602506,11.0,0.8076130360440354,0.46796799999999994,6493de8e1978456de7047810
21,6493e2261978456de704783c,2.4,0.53,99471,430490,8.655558050876966,8.8,0.7620865560846293,0.424532,6493de8e1978456de7047810
22,6493e24f1978456de704783e,2.4,0.62,99657,525379,10.543683583960377,8.2,0.7197546889440819,0.35603599999999996,6493de8e1978456de7047810
23,6493e2811978456de7047840,2.4,0.76,99851,702533,14.071456154708807,7.2,0.6451866325040857,0.21085200000000004,6493de8e1978456de7047810
24,6493e2b61978456de7047842,2.4,0.7,99791,630178,12.629996939597946,7.6,0.5736193907818167,0.27212,6493de8e1978456de7047810
25,6493e2f31978456de7047844,2.4,0.82,99929,788157,15.774269582909733,6.6,0.5042823860022015,0.139152,6493de8e1978456de7047810
26,6493e32c1978456de7047846,2.4,0.88,99942,844254,16.894924760922176,6.4,0.571342690362741,0.099944,6493de8e1978456de7047810
27,6493e3691978456de7047848,2.4,0.94,99970,898000,17.965323592629108,6.8,0.5514727514899673,0.062968,6493de8e1978456de7047810
28,6493e3af1978456de704784a,2.4,0.9999,99979,936252,18.728930938323188,6.2,0.5203075623522216,0.039352000000000005,6493de8e1978456de7047810
29,6493e3c81978456de704784c,2.4,0,98328,177722,3.614790542036885,30.4,0.7229577269436973,0.34750800000000004,6493de8e1978456de7047810
30,6493e3e71978456de704784e,2.55,0.4,99551,340587,6.842441316613353,12.2,0.6011643654388756,0.459364,6493de8e1978456de7047810
31,6493e4121978456de7047850,2.55,0.53,99792,457699,9.173027316616889,10.0,0.3640455510441402,0.392656,6493de8e1978456de7047810
32,6493e43d1978456de7047852,2.55,0.62,99869,553372,11.081921235342357,8.4,0.6076448463326822,0.32119600000000004,6493de8e1978456de7047810
33,6493e4711978456de7047854,2.55,0.76,99964,742743,14.860211709753244,7.0,0.3512464386200583,0.161616,6493de8e1978456de7047810
34,6493e4a81978456de7047856,2.55,0.7,99932,659076,13.190429901677902,7.4,0.4561734454921048,0.229772,6493de8e1978456de7047810
35,6493e4df1978456de7047858,2.55,0.82,99973,805377,16.111870320460174,6.6,0.5282324678214069,0.117832,6493de8e1978456de7047810
36,6493e51b1978456de704785a,2.55,0.88,99987,875341,17.509034738630348,6.8,0.38212704698207073,0.06752,6493de8e1978456de7047810
37,6493e55c1978456de704785c,2.55,0.94,99990,920076,18.403280317032575,6.0,0.41489948987025355,0.04232,6493de8e1978456de7047810
38,6493e5a01978456de704785e,2.55,0.9999,99995,954903,19.098937816051905,6.4,0.3578605820567061,0.02214,6493de8e1978456de7047810
39,6493e5b91978456de7047860,2.55,0,99089,189878,3.8324564949793904,47.0,0.43187888576426275,0.35592799999999997,6493de8e1978456de7047810
40,6493e5db1978456de7047862,2.75,0.4,99812,355865,7.130680306524242,17.2,0.24179195190986605,0.43784799999999996,6493de8e1978456de7047810
41,6493e6031978456de7047864,2.75,0.53,99918,473669,9.481117586230738,10.4,0.29888160446106005,0.36405999999999994,6493de8e1978456de7047810
42,6493e62e1978456de7047866,2.75,0.62,99956,578812,11.581284676109515,8.8,0.267844660108998,0.27914399999999995,6493de8e1978456de7047810
43,6493e6661978456de7047868,2.75,0.76,99991,760587,15.21311653441202,6.8,0.29631304196457975,0.13490000000000002,6493de8e1978456de7047810
44,6493e6981978456de704786a,2.75,0.7,99981,682310,13.64875825889089,7.6,0.2843678701862603,0.194052,6493de8e1978456de7047810
45,6493e6d11978456de704786c,2.75,0.82,99995,834638,16.693530681861734,6.0,0.2465498169847677,0.085168,6493de8e1978456de7047810
46,6493e7111978456de704786e,2.75,0.88,99994,892237,17.845806504492845,6.2,0.2747651248650413,0.050992,6493de8e1978456de7047810
47,6493e7541978456de7047870,2.75,0.94,99998,937106,18.742535814328107,6.4,0.24643183460837886,0.027248,6493de8e1978456de7047810
48,6493e7931978456de7047872,2.75,0.9999,99999,964975,19.29965043351826,6.0,0.2257577925370426,0.014548,6493de8e1978456de7047810
49,6493e7ad1978456de7047874,2.75,0,99494,198278,3.9857016316270424,63.6,0.2682410623348196,0.353012,6493de8e1978456de7047810
50,6493e7ce1978456de7047876,25,0.4,100000,389231,7.784616,61.6,-0.5132880470403247,0.33396,6493de8e1978456de7047810
