,_id,param_config,number_of_nodes,number_of_edges,average_degree,heterogeneity,average_clustering,experiment_id
0,6463a2d9d6b97248fd04bae2,ple0_t0,46151,249870,10.828988279805781,0.9446408782350328,0.7305310983735109,646397c7d6b97248fd04bae0
1,6463a659d6b97248fd04bae4,ple0_t1,46406,249907,10.770567291308343,0.8798616547720453,0.6796292366121945,646397c7d6b97248fd04bae0
2,6463a9c4d6b97248fd04bae6,ple0_t2,46750,249997,10.695147723227334,0.8865651353139942,0.625321555035264,646397c7d6b97248fd04bae0
3,6463ade4d6b97248fd04bae8,ple0_t3,46841,249912,10.670788578931333,0.9189862321096285,0.5880013086492666,646397c7d6b97248fd04bae0
4,6463b0ddd6b97248fd04baea,ple0_t4,47083,249956,10.61763773013559,0.8520610707090928,0.51294723117106,646397c7d6b97248fd04bae0
5,6463b44bd6b97248fd04baec,ple0_t5,47327,249847,10.558606316438851,0.8706711650250147,0.4682178412294758,646397c7d6b97248fd04bae0
6,6463b72bd6b97248fd04baee,ple0_t6,47556,250299,10.526598033095173,0.8351545074078679,0.40097636204939063,646397c7d6b97248fd04bae0
7,6463b9ecd6b97248fd04baf0,ple0_t7,47778,250187,10.47283425076932,0.8318984401293253,0.34607726266807176,646397c7d6b97248fd04bae0
8,6463bc3cd6b97248fd04baf2,ple0_t8,48160,250021,10.382978760906997,0.7899268025778639,0.2643852742434488,646397c7d6b97248fd04bae0
9,6463be38d6b97248fd04baf4,ple0_t9,48508,250451,10.326200975811131,0.7559878609946442,0.21137200293699565,646397c7d6b97248fd04bae0
10,6463c1a7d6b97248fd04baf6,ple1_t0,47759,249705,10.456851374195287,0.8944215180673204,0.7468301467225299,646397c7d6b97248fd04bae0
